Модель,Цена,Год выпуска,Пробег,Кузов,Объем,Мощность,Коробка,Тип двигателя,Топливо,Расход,Привод,Разгон,"Максимальная скорость, км/ч",Страна марки,Класс,Цвет,Состояние,Владельцы,ПТС
Hyundai Solaris I Рестайлинг,554400.0,2015.0,147800.0,седан,1.6,123.0,автомат,бензин,АИ-92,6.5,передний,11.2,185.0,Южная Корея,B,синий,не требует ремонта,2,оригинал
Mitsubishi Lancer X,368000.0,2008.0,162000.0,седан,1.8,143.0,механика,бензин,АИ-95,7.7,передний,9.8,204.0,Япония,C,серый,не требует ремонта,2,оригинал
Volkswagen Polo V,476800.0,2014.0,86000.0,седан,1.6,105.0,механика,бензин,АИ-95,6.5,передний,10.5,190.0,Германия,B,белый,не требует ремонта,3,оригинал
BMW X5  III (F15) 40d,3500000.0,2016.0,57000.0,внедорожник 5 дв.,3.0,313.0,автомат,дизель,ДТ,6.2,полный,5.9,236.0,Германия,J,серый,не требует ремонта,1,оригинал
"Toyota Corolla  X (E140, E150) AMT",380000.0,2007.0,125000.0,седан,1.6,124.0,робот,бензин,АИ-95,6.7,передний,12.1,195.0,Япония,C,серебристый,не требует ремонта,2,оригинал
Toyota RAV 4 IV (CA40),1385000.0,2014.0,67411.0,внедорожник 5 дв.,2.5,179.0,автомат,бензин,АИ-95,8.5,полный,9.4,180.0,Япония,J,белый,не требует ремонта,1,оригинал
LADA (ВАЗ) Priora I,229900.0,2010.0,118000.0,хэтчбек 5 дв.,1.6,98.0,механика,бензин,АИ-95,7.2,передний,11.5,183.0,Россия,C,серебристый,не требует ремонта,1,оригинал
Opel Omega A,110000.0,1988.0,218566.0,седан,2.0,115.0,механика,бензин,АИ-95,8.1,задний,11.5,195.0,Германия,E,серый,не требует ремонта,3,оригинал
Opel Astra H Рестайлинг GTC,290000.0,2007.0,215000.0,хэтчбек 3 дв.,1.8,140.0,механика,бензин,АИ-95,7.3,передний,10.1,210.0,Германия,C,синий,не требует ремонта,3,оригинал
Opel Kadett E,30000.0,1986.0,62500.0,хэтчбек 3 дв.,1.2,55.0,механика,nan,бензин,nan,АИ-92,nan,nan,Германия,C,белый,не требует ремонта,3,оригинал
Hyundai Accent II Рестайлинг,270000.0,2004.0,140000.0,хэтчбек 3 дв.,1.6,105.0,механика,бензин,АИ-92,7.6,передний,10.5,185.0,Южная Корея,B,серебристый,не требует ремонта,1,оригинал
LADA (ВАЗ) 2112,95000.0,2005.0,200000.0,хэтчбек 5 дв.,1.5,92.0,механика,бензин,АИ-95,7.4,передний,12.5,185.0,Россия,B,серебристый,не требует ремонта,3,оригинал
"Mercedes-Benz E-klasse  III (W211, S211) Рестайлинг 200",450000.0,2008.0,180000.0,седан,2.2,136.0,автомат,дизель,ДТ,6.5,задний,9.9,211.0,Германия,E,бежевый,не требует ремонта,3,оригинал
Kia Cerato  II 6-speed,530000.0,2012.0,122000.0,седан,1.6,126.0,механика,бензин,АИ-95,6.6,передний,10.3,190.0,Южная Корея,C,серебристый,не требует ремонта,1,оригинал
Nissan Qashqai I,567000.0,2008.0,109225.0,внедорожник 5 дв.,2.0,141.0,вариатор,бензин,АИ-95,7.9,передний,10.7,190.0,Япония,J,чёрный,не требует ремонта,1,оригинал
Kia Rio  III 4-speed,552000.0,2013.0,113500.0,седан,1.6,123.0,автомат,бензин,АИ-92,6.5,передний,11.2,180.0,Южная Корея,B,голубой,не требует ремонта,1,оригинал
Porsche Macan  I S,2680000.0,2014.0,14190.0,внедорожник 5 дв.,3.0,340.0,робот,бензин,АИ-98,9.0,полный,5.4,254.0,Германия,J,серый,не требует ремонта,1,оригинал
Audi Q3 I Рестайлинг,1099000.0,2014.0,71000.0,внедорожник 5 дв.,2.0,180.0,робот,бензин,АИ-95,6.5,полный,7.6,217.0,Германия,J,белый,не требует ремонта,1,оригинал
Hyundai Getz I,185000.0,2003.0,145000.0,хэтчбек 5 дв.,1.3,82.0,механика,бензин,АИ-92,5.8,передний,11.5,162.0,Южная Корея,B,серебристый,не требует ремонта,3,оригинал
Hyundai Accent  II (ТагАЗ) ТагАЗ,225000.0,2006.0,86000.0,седан,1.5,102.0,автомат,бензин,АИ-92,8.6,передний,14.2,166.0,Южная Корея,B,бежевый,не требует ремонта,3,оригинал
Opel Vectra B,170000.0,1998.0,290000.0,седан,1.6,75.0,механика,бензин,АИ-95,nan,передний,15.5,175.0,Германия,D,красный,не требует ремонта,2,оригинал
Kia Carnival I Рестайлинг,390000.0,2005.0,187000.0,минивэн,2.5,150.0,механика,бензин,АИ-95,10.9,передний,14.5,175.0,Южная Корея,M,серебристый,не требует ремонта,2,оригинал
Hyundai Solaris I,385000.0,2012.0,120000.0,седан,1.6,123.0,автомат,бензин,АИ-92,6.6,передний,11.4,180.0,Южная Корея,B,красный,не требует ремонта,3,оригинал
Hyundai Solaris I Рестайлинг,630000.0,2016.0,70000.0,седан,1.6,123.0,автомат,бензин,АИ-92,6.5,передний,11.2,185.0,Южная Корея,B,серый,не требует ремонта,1,оригинал
LADA (ВАЗ) 2114,150000.0,2011.0,150000.0,хэтчбек 5 дв.,1.6,90.0,механика,бензин,АИ-95,7.6,передний,11.2,185.0,Россия,B,белый,не требует ремонта,3,оригинал
Hyundai Solaris I,349000.0,2013.0,169000.0,седан,1.4,107.0,механика,бензин,АИ-92,6.0,передний,12.1,190.0,Южная Корея,B,белый,не требует ремонта,3,дубликат
LADA (ВАЗ) Granta I,390000.0,2015.0,13000.0,лифтбек,1.6,106.0,робот,бензин,АИ-95,6.6,передний,12.3,179.0,Россия,B,серебристый,не требует ремонта,1,оригинал
LADA (ВАЗ) 2121 (4x4),258800.0,2014.0,103000.0,внедорожник 3 дв.,1.7,83.0,механика,бензин,АИ-95,9.7,полный,19.0,137.0,Россия,J,зелёный,не требует ремонта,2,оригинал
Land Rover Range Rover Sport I,950000.0,2009.0,222000.0,внедорожник 5 дв.,3.6,272.0,автомат,дизель,ДТ,11.1,полный,9.2,209.0,Великобритания,J,чёрный,не требует ремонта,3,оригинал
LADA (ВАЗ) 2101,24000.0,1982.0,33334.0,седан,1.2,64.0,механика,бензин,АИ-92,9.2,задний,22.0,140.0,Россия,B,оранжевый,не требует ремонта,2,оригинал
LADA (ВАЗ) 2114,160000.0,2010.0,190000.0,хэтчбек 5 дв.,1.6,81.0,механика,бензин,АИ-95,7.6,передний,13.5,160.0,Россия,B,зелёный,не требует ремонта,2,оригинал
Nissan X-Trail I,500000.0,2004.0,290000.0,внедорожник 5 дв.,2.0,140.0,механика,бензин,АИ-95,9.3,полный,11.3,177.0,Япония,J,серебристый,не требует ремонта,3,оригинал
Ford Focus II Рестайлинг,333000.0,2008.0,159000.0,седан,1.6,100.0,механика,бензин,АИ-95,6.7,передний,12.0,182.0,США,C,серебристый,не требует ремонта,3,дубликат
Renault Logan I Рестайлинг,295000.0,2013.0,138960.0,седан,1.4,75.0,механика,бензин,АИ-92,6.9,передний,13.0,162.0,Франция,B,белый,не требует ремонта,3,оригинал
Renault Logan I Рестайлинг,360000.0,2012.0,76700.0,седан,1.6,103.0,автомат,бензин,АИ-92,8.4,передний,11.7,175.0,Франция,B,бежевый,не требует ремонта,1,оригинал
Citroen C3 I Рестайлинг,255000.0,2008.0,116000.0,хэтчбек 5 дв.,1.4,90.0,робот,бензин,АИ-95,6.0,передний,13.0,180.0,Франция,B,серебристый,не требует ремонта,2,оригинал
LADA (ВАЗ) 2121 (4x4),330000.0,2015.0,25200.0,внедорожник 3 дв.,1.7,83.0,механика,бензин,АИ-95,9.7,полный,19.0,137.0,Россия,J,белый,не требует ремонта,1,оригинал
Lifan Solano II,393000.0,2016.0,56700.0,седан,1.5,100.0,механика,бензин,АИ-95,nan,передний,nan,180.0,Китай,C,белый,не требует ремонта,1,оригинал
Opel Astra J,480000.0,2010.0,138849.0,хэтчбек 5 дв.,1.6,115.0,автомат,бензин,АИ-95,7.1,передний,13.3,182.0,Германия,C,чёрный,не требует ремонта,3,оригинал
Hyundai Santa Fe II,670000.0,2006.0,199800.0,внедорожник 5 дв.,2.2,150.0,автомат,дизель,ДТ,8.1,полный,12.9,178.0,Южная Корея,J,серебристый,не требует ремонта,3,оригинал
Daewoo Nexia I,73000.0,2007.0,178000.0,седан,1.5,75.0,механика,бензин,АИ-92,7.6,передний,12.5,175.0,Южная Корея,C,золотистый,не требует ремонта,2,дубликат
Volkswagen Passat B8,1957363.0,2017.0,3000.0,седан,1.8,180.0,робот,бензин,АИ-95,5.8,передний,7.9,232.0,Германия,D,белый,не требует ремонта,1,оригинал
Infiniti M  IV M37,1110000.0,2011.0,182110.0,седан,3.7,333.0,автомат,бензин,АИ-95,10.9,полный,6.3,246.0,Япония,E,серый,не требует ремонта,2,оригинал
Ford EcoSport I,787000.0,2018.0,40000.0,внедорожник 5 дв.,1.6,122.0,механика,бензин,АИ-92,6.6,передний,12.5,180.0,США,J,синий,не требует ремонта,1,оригинал
Lifan X60 I Рестайлинг 2,660000.0,2017.0,49000.0,внедорожник 5 дв.,1.8,128.0,механика,бензин,АИ-95,nan,передний,nan,170.0,Китай,J,белый,не требует ремонта,1,оригинал
LADA (ВАЗ) Vesta I,540000.0,2016.0,24000.0,седан,1.6,106.0,механика,бензин,АИ-92,6.9,передний,11.2,175.0,Россия,B,белый,не требует ремонта,1,оригинал
Land Rover Range Rover IV Рестайлинг,6790000.0,2018.0,16342.0,внедорожник 5 дв.,3.0,249.0,автомат,дизель,ДТ,6.9,полный,8.0,209.0,Великобритания,J,белый,не требует ремонта,1,оригинал
BMW X6  I (E71) 35i,1120000.0,2009.0,120000.0,внедорожник 5 дв.,3.0,306.0,автомат,бензин,АИ-98,12.1,полный,6.7,240.0,Германия,J,чёрный,не требует ремонта,2,оригинал
Nissan NP300,780000.0,2013.0,21500.0,пикап двойная кабина,2.5,133.0,механика,дизель,ДТ,9.1,полный,13.0,168.0,Япония,J,чёрный,не требует ремонта,2,оригинал
Kia Rio III Рестайлинг,573000.0,2016.0,65000.0,седан,1.6,123.0,механика,бензин,АИ-95,6.4,передний,10.3,190.0,Южная Корея,B,белый,не требует ремонта,1,оригинал
LADA (ВАЗ) 2108,35000.0,1986.0,100000.0,хэтчбек 3 дв.,1.3,64.0,механика,бензин,АИ-92,6.8,передний,16.0,148.0,Россия,B,красный,не требует ремонта,3,оригинал
BMW X5  II (E70) 30d,1150000.0,2009.0,189000.0,внедорожник 5 дв.,3.0,235.0,автомат,дизель,ДТ,8.2,полный,8.1,216.0,Германия,J,серебристый,не требует ремонта,2,оригинал
Volkswagen Tiguan II,2065000.0,2018.0,3300.0,внедорожник 5 дв.,2.0,180.0,робот,бензин,АИ-95,8.0,полный,7.7,208.0,Германия,J,белый,не требует ремонта,1,оригинал
Toyota Celica VII (T230) Рестайлинг,320000.0,2003.0,200000.0,хэтчбек 3 дв.,1.8,143.0,автомат,бензин,АИ-95,7.7,передний,10.0,202.0,Япония,C,серебристый,не требует ремонта,3,оригинал
LADA (ВАЗ) 2114,110000.0,2007.0,239000.0,хэтчбек 5 дв.,1.6,81.0,механика,бензин,АИ-95,7.6,передний,13.5,160.0,Россия,B,чёрный,не требует ремонта,3,оригинал
Ford Focus II Рестайлинг,320000.0,2009.0,147000.0,седан,1.6,100.0,автомат,бензин,АИ-95,7.5,передний,13.6,174.0,США,C,чёрный,не требует ремонта,3,оригинал
Hyundai Solaris I Рестайлинг,670000.0,2015.0,37000.0,седан,1.6,123.0,автомат,бензин,АИ-92,6.5,передний,11.2,185.0,Южная Корея,B,серебристый,не требует ремонта,2,оригинал
Hyundai Santa Fe III Рестайлинг,1650000.0,2015.0,47000.0,внедорожник 5 дв.,2.2,200.0,автомат,дизель,ДТ,7.7,полный,9.6,203.0,Южная Корея,J,белый,не требует ремонта,1,оригинал
LADA (ВАЗ) Kalina I,195000.0,2011.0,132000.0,седан,1.4,89.0,механика,бензин,АИ-95,7.0,передний,12.5,165.0,Россия,B,зелёный,не требует ремонта,2,оригинал
Nissan Primera II (P11),150000.0,1997.0,430000.0,хэтчбек 5 дв.,2.0,90.0,механика,дизель,ДТ,nan,передний,14.0,175.0,Япония,D,зелёный,не требует ремонта,3,оригинал
Volkswagen Tiguan I Рестайлинг,975000.0,2014.0,52000.0,внедорожник 5 дв.,1.4,150.0,робот,бензин,АИ-95,7.1,передний,9.6,192.0,Германия,J,белый,не требует ремонта,1,оригинал
Volkswagen Transporter T4,325000.0,1998.0,377000.0,минивэн,2.4,75.0,механика,дизель,ДТ,9.2,передний,24.7,136.0,Германия,M,белый,не требует ремонта,3,дубликат
Suzuki Grand Vitara III Рестайлинг,810000.0,2010.0,115000.0,внедорожник 5 дв.,2.4,169.0,автомат,бензин,АИ-95,9.7,полный,12.0,175.0,Япония,J,серый,не требует ремонта,3,оригинал
Porsche Cayenne  I Рестайлинг (957) GTS,1050000.0,2008.0,180000.0,внедорожник 5 дв.,4.8,405.0,автомат,бензин,АИ-98,13.9,полный,6.5,251.0,Германия,J,белый,не требует ремонта,3,оригинал
Kia Sorento I,470000.0,2005.0,230000.0,внедорожник 5 дв.,2.4,139.0,механика,бензин,АИ-95,nan,полный,13.4,168.0,Южная Корея,J,зелёный,не требует ремонта,3,дубликат
Hyundai Tucson III,1500000.0,2017.0,40000.0,внедорожник 5 дв.,2.0,150.0,автомат,бензин,АИ-95,7.9,передний,11.1,181.0,Южная Корея,J,белый,не требует ремонта,1,оригинал
Volkswagen Polo V,510000.0,2013.0,56000.0,седан,1.6,105.0,автомат,бензин,АИ-95,7.0,передний,12.1,187.0,Германия,B,белый,не требует ремонта,3,оригинал
Renault Safrane I Рестайлинг,110000.0,1999.0,192000.0,хэтчбек 5 дв.,2.0,136.0,механика,бензин,АИ-95,nan,передний,10.5,207.0,Франция,E,серебристый,не требует ремонта,3,дубликат
Volkswagen Sharan I Рестайлинг 2,330000.0,2003.0,325000.0,минивэн,1.9,130.0,механика,дизель,ДТ,6.2,передний,12.8,188.0,Германия,M,серебристый,не требует ремонта,1,оригинал
Honda Accord VII Рестайлинг,425000.0,2005.0,179000.0,седан,2.4,190.0,автомат,бензин,АИ-95,nan,передний,9.0,227.0,Япония,D,голубой,не требует ремонта,3,оригинал
Chevrolet Cruze I Рестайлинг,550000.0,2013.0,61000.0,хэтчбек 5 дв.,1.6,109.0,автомат,бензин,АИ-95,8.3,передний,13.5,177.0,США,C,белый,не требует ремонта,1,оригинал
Audi A6 I (C4),170000.0,1995.0,255000.0,седан,2.0,101.0,механика,бензин,АИ-95,8.3,передний,12.9,182.0,Германия,E,синий,не требует ремонта,3,оригинал
Volkswagen Passat B3,75000.0,1989.0,40000.0,седан,1.8,90.0,механика,бензин,АИ-95,7.9,передний,13.7,177.0,Германия,D,чёрный,не требует ремонта,3,оригинал
Volkswagen Passat CC I,600000.0,2010.0,202000.0,седан,1.8,152.0,робот,бензин,АИ-95,7.3,передний,8.6,222.0,Германия,E,серебристый,не требует ремонта,3,дубликат
Mitsubishi Outlander I,375000.0,2004.0,265000.0,внедорожник 5 дв.,2.4,160.0,автомат,бензин,АИ-95,10.1,полный,11.2,191.0,Япония,J,чёрный,не требует ремонта,3,оригинал
Suzuki Swift III,400000.0,2010.0,90000.0,хэтчбек 5 дв.,1.5,102.0,автомат,бензин,АИ-95,6.7,передний,11.7,180.0,Япония,B,оранжевый,не требует ремонта,3,оригинал
LADA (ВАЗ) Largus I,510000.0,2016.0,105000.0,универсал 5 дв.,1.6,105.0,механика,бензин,АИ-95,9.0,передний,13.1,165.0,Россия,C,бежевый,не требует ремонта,1,оригинал
Volkswagen Caravelle T5,790000.0,2008.0,170000.0,минивэн,2.5,131.0,механика,дизель,ДТ,8.2,передний,15.3,168.0,Германия,M,серебристый,не требует ремонта,2,оригинал
Chevrolet Spark III,345000.0,2012.0,45000.0,хэтчбек 5 дв.,1.0,67.0,автомат,бензин,АИ-95,6.3,передний,17.5,143.0,США,A,синий,не требует ремонта,3,оригинал
Kia Ceed I Рестайлинг,519000.0,2011.0,115000.0,хэтчбек 5 дв.,1.6,122.0,автомат,бензин,АИ-95,6.6,передний,11.9,187.0,Южная Корея,C,серебристый,не требует ремонта,1,оригинал
Nissan Primera I (P10),70000.0,1992.0,350000.0,универсал 5 дв.,2.0,76.0,механика,дизель,ДТ,6.8,передний,16.9,155.0,Япония,D,синий,не требует ремонта,3,оригинал
Nissan Tiida I Рестайлинг,444000.0,2012.0,135785.0,седан,1.6,110.0,механика,бензин,АИ-95,6.9,передний,11.1,186.0,Япония,C,белый,не требует ремонта,1,оригинал
BMW X5  III (F15) 25d,2700000.0,2016.0,66500.0,внедорожник 5 дв.,3.0,218.0,автомат,дизель,ДТ,6.2,полный,8.0,220.0,Германия,J,белый,не требует ремонта,1,оригинал
Mercedes-Benz C-klasse  III (W204) 200,570000.0,2007.0,164000.0,седан,1.8,184.0,автомат,бензин,АИ-95,7.9,задний,8.8,230.0,Германия,D,серый,не требует ремонта,2,оригинал
Mitsubishi Pajero III,645000.0,2006.0,171000.0,внедорожник 5 дв.,3.2,165.0,автомат,дизель,ДТ,10.7,полный,13.8,170.0,Япония,J,чёрный,не требует ремонта,3,дубликат
LADA (ВАЗ) Granta I,230000.0,2012.0,11000.0,седан,1.6,87.0,механика,бензин,АИ-95,7.0,передний,12.4,167.0,Россия,B,серый,не требует ремонта,3,оригинал
Nissan Qashqai I,499700.0,2008.0,155900.0,внедорожник 5 дв.,1.5,106.0,механика,дизель,ДТ,nan,передний,12.2,174.0,Япония,J,чёрный,не требует ремонта,3,оригинал
Opel Astra H Рестайлинг,309700.0,2007.0,135400.0,хэтчбек 5 дв.,1.6,115.0,робот,бензин,АИ-95,6.3,передний,12.7,192.0,Германия,C,чёрный,не требует ремонта,3,оригинал
Nissan Qashqai II,929700.0,2014.0,154000.0,внедорожник 5 дв.,2.0,144.0,вариатор,бензин,АИ-95,6.9,передний,10.1,184.0,Япония,J,белый,не требует ремонта,1,оригинал
Chevrolet Niva I Рестайлинг,535700.0,2017.0,65200.0,внедорожник 5 дв.,1.7,80.0,механика,бензин,АИ-95,10.8,полный,19.0,140.0,США,J,белый,не требует ремонта,1,оригинал
Great Wall Hover H5,558700.0,2012.0,97000.0,внедорожник 5 дв.,2.0,150.0,автомат,дизель,ДТ,8.4,полный,11.0,170.0,Китай,J,чёрный,не требует ремонта,2,оригинал
Kia Sportage III,809700.0,2011.0,113000.0,внедорожник 5 дв.,2.0,150.0,автомат,бензин,АИ-95,8.2,полный,11.2,180.0,Южная Корея,J,серый,не требует ремонта,2,оригинал
Kia Sorento I Рестайлинг,500000.0,2007.0,149831.0,внедорожник 5 дв.,3.3,248.0,автомат,бензин,АИ-95,10.8,полный,9.2,190.0,Южная Корея,J,чёрный,не требует ремонта,3,оригинал
Kia Sportage III,973700.0,2013.0,66567.0,внедорожник 5 дв.,2.0,150.0,автомат,бензин,АИ-95,8.2,полный,11.2,180.0,Южная Корея,J,коричневый,не требует ремонта,1,оригинал
Nissan Qashqai I Рестайлинг,855700.0,2013.0,59000.0,внедорожник 5 дв.,2.0,141.0,вариатор,бензин,АИ-95,7.6,передний,10.7,183.0,Япония,J,белый,не требует ремонта,1,оригинал
Porsche Cayenne  II (958) Diesel,2695100.0,2011.0,69984.0,внедорожник 5 дв.,3.0,245.0,автомат,дизель,ДТ,7.2,полный,7.6,220.0,Германия,J,белый,не требует ремонта,3,оригинал
Hyundai Elantra V (MD) Рестайлинг,775700.0,2015.0,65070.0,седан,1.6,132.0,автомат,бензин,АИ-92,6.9,передний,11.6,195.0,Южная Корея,C,коричневый,не требует ремонта,3,оригинал
BMW 3 серия  VI (F3x) 328i,974700.0,2011.0,95835.0,седан,2.0,245.0,автомат,бензин,АИ-95,6.3,задний,6.1,250.0,Германия,D,чёрный,не требует ремонта,3,оригинал
Hyundai ix35 I Рестайлинг,1299700.0,2015.0,70872.0,внедорожник 5 дв.,2.0,184.0,автомат,дизель,ДТ,7.2,полный,9.8,195.0,Южная Корея,J,белый,не требует ремонта,2,оригинал
Hyundai Solaris I Рестайлинг,669700.0,2015.0,73000.0,хэтчбек 5 дв.,1.6,123.0,автомат,бензин,АИ-92,6.5,передний,11.2,185.0,Южная Корея,B,коричневый,не требует ремонта,1,оригинал
Audi Q3 I,1048300.0,2013.0,129085.0,внедорожник 5 дв.,2.0,170.0,робот,бензин,АИ-95,7.7,полный,7.8,212.0,Германия,J,белый,не требует ремонта,2,оригинал
"Mercedes-Benz E-klasse  IV (W212, S212, C207) Рестайлинг 200",1574700.0,2015.0,110634.0,седан,2.0,184.0,автомат,бензин,АИ-95,6.1,задний,7.9,233.0,Германия,E,серебристый,не требует ремонта,1,оригинал
Volkswagen Polo V,490900.0,2015.0,120000.0,седан,1.6,105.0,механика,бензин,АИ-95,6.5,передний,10.5,190.0,Германия,B,белый,не требует ремонта,1,оригинал
Hyundai Santa Fe III,1582200.0,2015.0,143118.0,внедорожник 5 дв.,2.2,197.0,автомат,дизель,ДТ,6.8,полный,10.1,190.0,Южная Корея,J,белый,не требует ремонта,1,оригинал
Nissan Teana II Рестайлинг,760000.0,2011.0,173132.0,седан,2.5,167.0,вариатор,бензин,АИ-92,9.4,полный,9.8,180.0,Япония,D,чёрный,не требует ремонта,2,оригинал
LADA (ВАЗ) Vesta I,717000.0,2018.0,4915.0,седан,1.6,106.0,робот,бензин,АИ-92,6.6,передний,14.1,178.0,Россия,B,белый,не требует ремонта,1,оригинал
LADA (ВАЗ) Vesta I SW,845000.0,2018.0,7488.0,универсал 5 дв.,1.8,122.0,механика,бензин,АИ-92,7.8,передний,10.9,180.0,Россия,B,белый,не требует ремонта,1,оригинал
LADA (ВАЗ) XRAY I,739000.0,2018.0,3796.0,хэтчбек 5 дв.,1.6,106.0,механика,бензин,АИ-95,7.2,передний,11.4,176.0,Россия,B,белый,не требует ремонта,1,оригинал
Skoda Octavia III,743700.0,2015.0,74571.0,лифтбек,1.4,140.0,робот,бензин,АИ-95,5.3,передний,8.5,215.0,Чехия,C,серый,не требует ремонта,1,оригинал
Volkswagen Tiguan I,578700.0,2010.0,136812.0,внедорожник 5 дв.,1.4,150.0,механика,бензин,АИ-95,8.4,полный,9.6,192.0,Германия,J,синий,не требует ремонта,3,оригинал
Ford Focus II Рестайлинг,380000.0,2011.0,110441.0,хэтчбек 5 дв.,1.4,80.0,механика,бензин,АИ-95,6.6,передний,14.1,164.0,США,C,синий,не требует ремонта,1,оригинал
Mitsubishi Outlander II,518500.0,2007.0,159013.0,внедорожник 5 дв.,2.4,170.0,вариатор,бензин,АИ-95,9.3,полный,10.8,190.0,Япония,J,белый,не требует ремонта,3,оригинал
Skoda Yeti I,659900.0,2012.0,83206.0,внедорожник 5 дв.,1.8,152.0,робот,бензин,АИ-95,8.0,полный,9.0,192.0,Чехия,J,белый,не требует ремонта,2,оригинал
Datsun on-DO I,455700.0,2016.0,7790.0,седан,1.6,87.0,автомат,бензин,АИ-95,7.7,передний,14.4,166.0,Япония,B,белый,не требует ремонта,1,оригинал
Hyundai Santa Fe III Рестайлинг,1879700.0,2016.0,107696.0,внедорожник 5 дв.,2.2,200.0,автомат,дизель,ДТ,7.7,полный,9.6,203.0,Южная Корея,J,серый,не требует ремонта,1,оригинал
Hyundai ix35 I Рестайлинг,1080000.0,2014.0,93071.0,внедорожник 5 дв.,2.0,150.0,автомат,бензин,АИ-95,8.8,передний,11.5,177.0,Южная Корея,J,чёрный,не требует ремонта,1,оригинал
Chevrolet Niva I Рестайлинг,379900.0,2013.0,87000.0,внедорожник 5 дв.,1.7,80.0,механика,бензин,АИ-95,10.8,полный,19.0,140.0,США,J,белый,не требует ремонта,1,оригинал
Volkswagen Tiguan I Рестайлинг,828800.0,2012.0,131266.0,внедорожник 5 дв.,2.0,170.0,автомат,бензин,АИ-95,9.9,полный,9.9,197.0,Германия,J,чёрный,не требует ремонта,2,оригинал
Volkswagen Tiguan I Рестайлинг,910300.0,2014.0,49130.0,внедорожник 5 дв.,1.4,150.0,робот,бензин,АИ-95,7.1,передний,9.6,192.0,Германия,J,белый,не требует ремонта,1,оригинал
Volkswagen Passat B8,1284400.0,2018.0,8000.0,седан,1.4,125.0,механика,бензин,АИ-95,5.4,передний,9.7,208.0,Германия,D,коричневый,не требует ремонта,1,оригинал
Chevrolet Niva I Рестайлинг,525700.0,2017.0,50500.0,внедорожник 5 дв.,1.7,80.0,механика,бензин,АИ-95,10.8,полный,19.0,140.0,США,J,серый,не требует ремонта,1,оригинал
LADA (ВАЗ) Kalina II,335700.0,2015.0,55324.0,хэтчбек 5 дв.,1.6,87.0,механика,бензин,АИ-95,7.0,передний,12.2,168.0,Россия,B,серебристый,не требует ремонта,1,оригинал
Opel Antara I Рестайлинг,727900.0,2012.0,76600.0,внедорожник 5 дв.,2.4,167.0,автомат,бензин,АИ-95,9.3,полный,11.0,175.0,Германия,J,белый,не требует ремонта,2,оригинал
Hyundai Santa Fe III,1399400.0,2015.0,115838.0,внедорожник 5 дв.,2.4,175.0,автомат,бензин,АИ-95,8.9,полный,11.6,190.0,Южная Корея,J,белый,не требует ремонта,1,оригинал
Hyundai Elantra V (MD) Рестайлинг,678300.0,2015.0,107000.0,седан,1.6,132.0,автомат,бензин,АИ-92,6.9,передний,11.6,195.0,Южная Корея,C,серый,не требует ремонта,1,оригинал
Opel Antara I Рестайлинг,838400.0,2014.0,138000.0,внедорожник 5 дв.,2.2,184.0,автомат,дизель,ДТ,7.8,полный,10.1,191.0,Германия,J,белый,не требует ремонта,1,оригинал
Kia Rio  III 5-speed,550000.0,2013.0,78654.0,седан,1.6,123.0,механика,бензин,АИ-92,6.0,передний,10.3,190.0,Южная Корея,B,серебристый,не требует ремонта,2,оригинал
Volkswagen Tiguan I Рестайлинг,1025700.0,2014.0,68009.0,внедорожник 5 дв.,2.0,170.0,автомат,бензин,АИ-95,9.9,полный,9.9,197.0,Германия,J,белый,не требует ремонта,3,оригинал
Kia Sportage III Рестайлинг,1085400.0,2015.0,76919.0,внедорожник 5 дв.,2.0,150.0,автомат,бензин,АИ-95,8.4,полный,11.7,174.0,Южная Корея,J,белый,не требует ремонта,1,оригинал
Mitsubishi Pajero III,495000.0,2005.0,255314.0,внедорожник 3 дв.,3.5,202.0,автомат,бензин,АИ-95,13.2,полный,11.7,185.0,Япония,J,серебристый,не требует ремонта,3,оригинал
Hyundai Creta I,944400.0,2016.0,48361.0,внедорожник 5 дв.,1.6,123.0,автомат,бензин,АИ-95,7.1,передний,12.1,169.0,Южная Корея,J,белый,не требует ремонта,1,оригинал
LADA (ВАЗ) Largus I,555400.0,2018.0,22642.0,универсал 5 дв.,1.6,87.0,механика,бензин,АИ-95,8.2,передний,15.4,155.0,Россия,C,белый,не требует ремонта,1,оригинал
Hyundai Santa Fe II Рестайлинг,780000.0,2009.0,191028.0,внедорожник 5 дв.,3.5,280.0,автомат,бензин,АИ-92,nan,полный,nan,nan,Южная Корея,J,чёрный,не требует ремонта,3,оригинал
LADA (ВАЗ) Granta I,375000.0,2013.0,62544.0,седан,1.6,98.0,автомат,бензин,АИ-95,7.6,передний,13.7,168.0,Россия,B,серебристый,не требует ремонта,1,оригинал
Nissan Qashqai I Рестайлинг,615400.0,2013.0,129000.0,внедорожник 5 дв.,1.6,114.0,механика,бензин,АИ-95,6.6,передний,11.8,178.0,Япония,J,фиолетовый,не требует ремонта,3,оригинал
Toyota RAV 4 IV (CA40),1228300.0,2015.0,86603.0,внедорожник 5 дв.,2.0,146.0,вариатор,бензин,АИ-95,7.8,полный,11.3,180.0,Япония,J,серый,не требует ремонта,1,оригинал
Peugeot 408 I,621300.0,2016.0,60900.0,седан,1.6,150.0,автомат,бензин,АИ-95,8.2,передний,9.6,207.0,Франция,C,серебристый,не требует ремонта,2,оригинал
